# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animale și articole pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Hrană pentru ciclide
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Hrană uscată pentru pești
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Alimente liofilizate
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Alimente congelate
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Hrană pentru carași aurii
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Hrană vie
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Animale și articole pentru animale de companie > Articole pentru animale de companie > Articole pentru pești și acvaristică > Hrană pentru pești > Hrană cu medicamente
gid://shopify/TaxonomyCategory/ap-2-5            : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-5-1          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Cadre în formă de A
gid://shopify/TaxonomyCategory/ap-2-5-2          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Tuneluri pentru agilitate
gid://shopify/TaxonomyCategory/ap-2-5-3          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Echipamente pentru plimbări și rampe pentru câini
gid://shopify/TaxonomyCategory/ap-2-5-4          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Bare pentru sărituri
gid://shopify/TaxonomyCategory/ap-2-5-5          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Mese pentru pauză
gid://shopify/TaxonomyCategory/ap-2-5-6          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Stâlpi
gid://shopify/TaxonomyCategory/ap-2-5-7          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Balansoar
gid://shopify/TaxonomyCategory/ap-2-5-8          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Echipament de agilitate pentru animale de companie > Circuit pentru sărituri prin cauciucuri
gid://shopify/TaxonomyCategory/ap-2-6            : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-1          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Bandane pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-2          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Funde și panglici pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-3          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Haine pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-4          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Gulere și cravate pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-5          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Costume pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-6          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Rochii pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-7          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Pălării pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-8          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Hanorace pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-9          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Jachete pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-10         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Haine de ploaie pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-11         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Veste de siguranță pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-12         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Eșarfe pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-13         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Cămăși pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-14         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Încălțăminte pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-15         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Șosete pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-16         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Ochelari de soare pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-6-17         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Îmbrăcăminte pentru animale de companie > Pulovere pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-7            : Animale și articole pentru animale de companie > Articole pentru animale de companie > Umerașe pentru îmbrăcăminte pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-8            : Animale și articole pentru animale de companie > Articole pentru animale de companie > Accesorii pentru pat pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-9            : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-9-1          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Coșuri
gid://shopify/TaxonomyCategory/ap-2-9-2          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi supraînălțate
gid://shopify/TaxonomyCategory/ap-2-9-3          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Adăposturi
gid://shopify/TaxonomyCategory/ap-2-9-4          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi cu răcire
gid://shopify/TaxonomyCategory/ap-2-9-5          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi moi rotunde
gid://shopify/TaxonomyCategory/ap-2-9-6          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Hamace
gid://shopify/TaxonomyCategory/ap-2-9-7          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Cuiburi
gid://shopify/TaxonomyCategory/ap-2-9-8          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi ortopedice
gid://shopify/TaxonomyCategory/ap-2-9-9          : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Scaune pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-9-10         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Pătuțuri pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-9-11         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi cu perne
gid://shopify/TaxonomyCategory/ap-2-9-12         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Paturi cu radiator
gid://shopify/TaxonomyCategory/ap-2-9-13         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Paturi pentru animale de companie > Turnuri
gid://shopify/TaxonomyCategory/ap-2-10           : Animale și articole pentru animale de companie > Articole pentru animale de companie > Clopoței și amulete pentru animale de companie
gid://shopify/TaxonomyCategory/ap-2-10-1         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Clopoței și amulete pentru animale de companie > Clopoței pentru zgardă
gid://shopify/TaxonomyCategory/ap-2-10-2         : Animale și articole pentru animale de companie > Articole pentru animale de companie > Clopoței și amulete pentru animale de companie > Amulete pentru zgardă
