# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼镜佩戴方式设计
gid://shopify/TaxonomyAttribute/7047  : 杠铃表面处理
gid://shopify/TaxonomyAttribute/7048  : 杠铃滚花图案
gid://shopify/TaxonomyAttribute/5635  : 条码扫描器外形
gid://shopify/TaxonomyAttribute/1902  : 条码扫描器接口
gid://shopify/TaxonomyAttribute/1903  : 支持的条码
gid://shopify/TaxonomyAttribute/7624  : 咖啡师配方
gid://shopify/TaxonomyAttribute/7049  : 把杆配置
gid://shopify/TaxonomyAttribute/1648  : 筒体材质
gid://shopify/TaxonomyAttribute/7625  : 酒桶或木桶类型
gid://shopify/TaxonomyAttribute/7050  : 镖筒轮廓
gid://shopify/TaxonomyAttribute/5155  : 卷筒形状
gid://shopify/TaxonomyAttribute/7051  : 枪管螺纹标准
gid://shopify/TaxonomyAttribute/3359  : 包含酒吧用具
gid://shopify/TaxonomyAttribute/2810  : 酒吧用具材质
gid://shopify/TaxonomyAttribute/7052  : 垒垫固定方法
gid://shopify/TaxonomyAttribute/7053  : 底座配重方法
gid://shopify/TaxonomyAttribute/6868  : 底座配置
gid://shopify/TaxonomyAttribute/6284  : 底座特性
gid://shopify/TaxonomyAttribute/7054  : 基底填充材质
gid://shopify/TaxonomyAttribute/7626  : 基础原料
gid://shopify/TaxonomyAttribute/1660  : 基础油
gid://shopify/TaxonomyAttribute/8053  : 基础油类型
gid://shopify/TaxonomyAttribute/1471  : 基酒
gid://shopify/TaxonomyAttribute/6869  : 底座收纳类型
gid://shopify/TaxonomyAttribute/1795  : 底座类型
gid://shopify/TaxonomyAttribute/7056  : 棒球与垒球联盟认证
gid://shopify/TaxonomyAttribute/7055  : 棒球手套类型
gid://shopify/TaxonomyAttribute/6349  : 包含棒球玩具套装组件
gid://shopify/TaxonomyAttribute/1970  : 棒球/垒球球型
gid://shopify/TaxonomyAttribute/7057  : 棒球/垒球使用角色
gid://shopify/TaxonomyAttribute/7058  : 底板结构
gid://shopify/TaxonomyAttribute/2798  : 篮筐材质
gid://shopify/TaxonomyAttribute/2846  : 包含篮球装备
gid://shopify/TaxonomyAttribute/7059  : 篮球框铁环配件类型
gid://shopify/TaxonomyAttribute/7060  : 篮球护垫地点
gid://shopify/TaxonomyAttribute/7061  : 篮球框类型
gid://shopify/TaxonomyAttribute/6350  : 篮球玩具特点
gid://shopify/TaxonomyAttribute/2462  : 低音按键配置
gid://shopify/TaxonomyAttribute/9012  : 低音单簧管管体材质
gid://shopify/TaxonomyAttribute/9013  : 低音单簧管最低记谱音
gid://shopify/TaxonomyAttribute/9014  : 低音鼓鼓槌头形状
gid://shopify/TaxonomyAttribute/9015  : 低音鼓鼓槌杆材质
gid://shopify/TaxonomyAttribute/9016  : 低音鼓鼓皮自带消音功能
gid://shopify/TaxonomyAttribute/9017  : 低音鼓鼓皮配置
gid://shopify/TaxonomyAttribute/9018  : 低音鼓鼓皮表面处理
gid://shopify/TaxonomyAttribute/9019  : 低音鼓鼓皮类型
gid://shopify/TaxonomyAttribute/9020  : 低音鼓压圈材质
gid://shopify/TaxonomyAttribute/9021  : 低音鼓安装方式
gid://shopify/TaxonomyAttribute/9022  : 低音口琴琴格材质
gid://shopify/TaxonomyAttribute/9023  : 低音口琴吹嘴样式
gid://shopify/TaxonomyAttribute/9024  : 低音口琴簧片材质
gid://shopify/TaxonomyAttribute/9025  : 低音口琴调音系统
gid://shopify/TaxonomyAttribute/9026  : 低音竖笛弯管类型
gid://shopify/TaxonomyAttribute/9027  : 低音竖笛附带配件
gid://shopify/TaxonomyAttribute/9028  : 低音竖笛按键材质
gid://shopify/TaxonomyAttribute/9029  : 低音长号滑管材质
gid://shopify/TaxonomyAttribute/9030  : 低音长号阀门绕管样式
gid://shopify/TaxonomyAttribute/9031  : 低音尤克里里琴弦类型
gid://shopify/TaxonomyAttribute/6870  : 摇篮车/摇篮配件特点
gid://shopify/TaxonomyAttribute/9032  : 巴松管喇叭口材质
gid://shopify/TaxonomyAttribute/9033  : 巴松管吹管系统
gid://shopify/TaxonomyAttribute/9034  : 巴松管箱体外壳类型
gid://shopify/TaxonomyAttribute/9035  : 巴松管按键材质
gid://shopify/TaxonomyAttribute/9036  : 巴松管型号等级
gid://shopify/TaxonomyAttribute/9037  : 巴松管演奏水平
gid://shopify/TaxonomyAttribute/9038  : 巴松管簧片刮奏风格
gid://shopify/TaxonomyAttribute/9039  : 巴松管簧片绑线颜色
gid://shopify/TaxonomyAttribute/9040  : 巴松管簧片类型
gid://shopify/TaxonomyAttribute/9041  : 巴松管系统
gid://shopify/TaxonomyAttribute/5705  : 刷油器喷嘴类型
gid://shopify/TaxonomyAttribute/7062  : 球棒结构
gid://shopify/TaxonomyAttribute/7063  : 球拍手柄尺寸兼容性
gid://shopify/TaxonomyAttribute/2845  : 球棒材质
gid://shopify/TaxonomyAttribute/1209  : 球棒标准
gid://shopify/TaxonomyAttribute/6351  : 洗澡书互动功能
gid://shopify/TaxonomyAttribute/5238  : 浴刷样式
gid://shopify/TaxonomyAttribute/6352  : 洗澡泡泡机特点
gid://shopify/TaxonomyAttribute/6353  : 洗澡蜡笔特点
gid://shopify/TaxonomyAttribute/6354  : 洗澡喷水器喷洒模式
gid://shopify/TaxonomyAttribute/6355  : 洗澡玩具模塑排水设计
gid://shopify/TaxonomyAttribute/6356  : 洗澡玩具戏水功能
gid://shopify/TaxonomyAttribute/5706  : 包含的浴室配件
gid://shopify/TaxonomyAttribute/5707  : 浴室配件兼容性
gid://shopify/TaxonomyAttribute/3319  : 包含浴室家具用品
gid://shopify/TaxonomyAttribute/2141  : 浴缸底座设计
gid://shopify/TaxonomyAttribute/3117  : 浴缸特点
gid://shopify/TaxonomyAttribute/2142  : 裙边式浴缸形状
gid://shopify/TaxonomyAttribute/2398  : 指挥棒握把设计
gid://shopify/TaxonomyAttribute/7064  : 接力棒尺寸标准
gid://shopify/TaxonomyAttribute/5708  : 支持电池备份
gid://shopify/TaxonomyAttribute/8054  : 电池盒认证/标准
gid://shopify/TaxonomyAttribute/8055  : 电池盒内部衬垫材质
gid://shopify/TaxonomyAttribute/1926  : 蓄电池类型
gid://shopify/TaxonomyAttribute/5577  : 电池充电控制器类型
gid://shopify/TaxonomyAttribute/7065  : 电池配置
gid://shopify/TaxonomyAttribute/5574  : 电池连接器类型
gid://shopify/TaxonomyAttribute/3087  : 电池特点
gid://shopify/TaxonomyAttribute/8056  : 电池组尺寸
gid://shopify/TaxonomyAttribute/3196  : 电池管理功能
gid://shopify/TaxonomyAttribute/5572  : 电池安装类型
gid://shopify/TaxonomyAttribute/8057  : 电池极性
gid://shopify/TaxonomyAttribute/1682  : 电池尺寸
gid://shopify/TaxonomyAttribute/8058  : 支持的电池标准
gid://shopify/TaxonomyAttribute/1856  : 电池技术
gid://shopify/TaxonomyAttribute/5573  : 电池端子类型
gid://shopify/TaxonomyAttribute/1571  : 电池类型
gid://shopify/TaxonomyAttribute/8059  : 电池电压等级
gid://shopify/TaxonomyAttribute/9042  : 棉絮与填充物形态
gid://shopify/TaxonomyAttribute/9043  : 棉絮与填充物蓬松度
gid://shopify/TaxonomyAttribute/9044  : 棉絮与填充物隔热等级
gid://shopify/TaxonomyAttribute/7066  : 包含击球笼组件
gid://shopify/TaxonomyAttribute/7067  : 包括头盔配件
gid://shopify/TaxonomyAttribute/7068  : 击球座底座设计
gid://shopify/TaxonomyAttribute/6357  : 战斗陀螺/魔幻陀螺竞技场/体育场兼容性
gid://shopify/TaxonomyAttribute/6358  : 包括战斗陀螺/魔幻陀螺物品
gid://shopify/TaxonomyAttribute/6359  : 战斗陀螺性能类型
gid://shopify/TaxonomyAttribute/9045  : 巴亚附带配件
gid://shopify/TaxonomyAttribute/9046  : 巴亚调音系统类型
gid://shopify/TaxonomyAttribute/6362  : 包括沙滩玩具物品
gid://shopify/TaxonomyAttribute/6360  : 沙滩球特点
gid://shopify/TaxonomyAttribute/6361  : 沙滩桶特点
gid://shopify/TaxonomyAttribute/8060  : 卸胎撬棒类型
gid://shopify/TaxonomyAttribute/7072  : 珠孔样式
gid://shopify/TaxonomyAttribute/2318  : 珠子形状
gid://shopify/TaxonomyAttribute/9047  : 珠子类型
gid://shopify/TaxonomyAttribute/9048  : 珠子类型（贴片装饰）
gid://shopify/TaxonomyAttribute/9049  : 串珠饰品项目类型
gid://shopify/TaxonomyAttribute/9050  : 串珠针的柔韧性
gid://shopify/TaxonomyAttribute/9051  : 串珠图案珠子尺寸
gid://shopify/TaxonomyAttribute/9052  : 串珠图案图表格式
gid://shopify/TaxonomyAttribute/9053  : 串珠图案针法/技巧
gid://shopify/TaxonomyAttribute/9054  : 串珠技法/针法
gid://shopify/TaxonomyAttribute/9055  : 串珠线纤维类型
gid://shopify/TaxonomyAttribute/9056  : 串珠线尺寸
gid://shopify/TaxonomyAttribute/9057  : 串珠线用途
gid://shopify/TaxonomyAttribute/9058  : 串珠线涂层材料
gid://shopify/TaxonomyAttribute/9059  : 串珠丝股数
gid://shopify/TaxonomyAttribute/8061  : 防脱圈类型
gid://shopify/TaxonomyAttribute/9060  : 横梁材质
gid://shopify/TaxonomyAttribute/8062  : 光束模式
gid://shopify/TaxonomyAttribute/7073  : 豆袋面料材质
gid://shopify/TaxonomyAttribute/7627  : 豆沙品种
gid://shopify/TaxonomyAttribute/7628  : 豆类制备
gid://shopify/TaxonomyAttribute/7629  : 豆类品种
gid://shopify/TaxonomyAttribute/6639  : 针织帽样式
gid://shopify/TaxonomyAttribute/5196  : 胡须护理益处
gid://shopify/TaxonomyAttribute/7074  : 轴承游隙
gid://shopify/TaxonomyAttribute/7075  : 轴承结构类型
gid://shopify/TaxonomyAttribute/9061  : 轴承边缘类型
gid://shopify/TaxonomyAttribute/7076  : 轴承润滑方式
gid://shopify/TaxonomyAttribute/7077  : 轴承材质
gid://shopify/TaxonomyAttribute/7078  : 轴承等级
gid://shopify/TaxonomyAttribute/7079  : 轴承密封代码
gid://shopify/TaxonomyAttribute/7080  : 轴承密封类型
gid://shopify/TaxonomyAttribute/7081  : 轴承防护罩类型
gid://shopify/TaxonomyAttribute/7082  : 轴承尺寸代码
gid://shopify/TaxonomyAttribute/7083  : 轴承类型
gid://shopify/TaxonomyAttribute/2401  : 节拍细分
gid://shopify/TaxonomyAttribute/9062  : 鼓槌头材质
gid://shopify/TaxonomyAttribute/9063  : 内含鼓槌
gid://shopify/TaxonomyAttribute/6871  : 床架类型
gid://shopify/TaxonomyAttribute/5371  : 床面调平类型
gid://shopify/TaxonomyAttribute/5081  : 便盆特征
gid://shopify/TaxonomyAttribute/5080  : 便盆手柄样式
gid://shopify/TaxonomyAttribute/1546  : 便盆类型
gid://shopify/TaxonomyAttribute/6872  : 床体收纳类型
gid://shopify/TaxonomyAttribute/3108  : 床/床架特点
gid://shopify/TaxonomyAttribute/1441  : 包括床上用品
gid://shopify/TaxonomyAttribute/1259  : 床上用品尺寸
gid://shopify/TaxonomyAttribute/6873  : 包含卧室家具用品
gid://shopify/TaxonomyAttribute/6874  : 卧室梳妆套装包含物品
gid://shopify/TaxonomyAttribute/5709  : 床裙角部样式
gid://shopify/TaxonomyAttribute/5710  : 床裙样式
gid://shopify/TaxonomyAttribute/5711  : 啤酒杯款式
gid://shopify/TaxonomyAttribute/1453  : 啤酒款式
gid://shopify/TaxonomyAttribute/1454  : 啤酒品种
gid://shopify/TaxonomyAttribute/7630  : 啤酒基鸡尾酒品类
gid://shopify/TaxonomyAttribute/7631  : 甜菜品种
gid://shopify/TaxonomyAttribute/7084  : 响铃驱动装置
gid://shopify/TaxonomyAttribute/2579  : 铃设计
gid://shopify/TaxonomyAttribute/9064  : 护钟防护范围
gid://shopify/TaxonomyAttribute/9065  : 响铃材质
gid://shopify/TaxonomyAttribute/2580  : 铃声
gid://shopify/TaxonomyAttribute/8063  : 钟罩螺栓孔分布样式
gid://shopify/TaxonomyAttribute/9066  : 风箱材质
gid://shopify/TaxonomyAttribute/9067  : 风箱朝向
gid://shopify/TaxonomyAttribute/6640  : 腹板样式
gid://shopify/TaxonomyAttribute/6641  : 皮带扣类型
gid://shopify/TaxonomyAttribute/5712  : 皮带型式
gid://shopify/TaxonomyAttribute/2721  : 系带类型
gid://shopify/TaxonomyAttribute/6642  : 贝雷帽款式
gid://shopify/TaxonomyAttribute/7632  : 浆果品种
gid://shopify/TaxonomyAttribute/41    : 最佳用途
gid://shopify/TaxonomyAttribute/7633  : β-酪蛋白变体
gid://shopify/TaxonomyAttribute/2213  : 斜角类型
gid://shopify/TaxonomyAttribute/1976  : 饮料产品形态
gid://shopify/TaxonomyAttribute/7634  : 饮料甜度
gid://shopify/TaxonomyAttribute/5713  : 饮料桶特性
gid://shopify/TaxonomyAttribute/7085  : 表圈刻度单位
gid://shopify/TaxonomyAttribute/1771  : 围兜设计
gid://shopify/TaxonomyAttribute/7086  : 自行车刹车套件所含组件
gid://shopify/TaxonomyAttribute/1275  : 自行车制动类型
gid://shopify/TaxonomyAttribute/7087  : 自行车水壶架安装位置
gid://shopify/TaxonomyAttribute/7088  : 自行车码表安装位置
gid://shopify/TaxonomyAttribute/3184  : 自行车特点
gid://shopify/TaxonomyAttribute/7089  : 自行车折叠机制
gid://shopify/TaxonomyAttribute/7090  : 自行车车架设计
gid://shopify/TaxonomyAttribute/7091  : 自行车车架样式
gid://shopify/TaxonomyAttribute/7092  : 自行车车把类型
gid://shopify/TaxonomyAttribute/7093  : 自行车碗组配置
gid://shopify/TaxonomyAttribute/7094  : 自行车轮毂类型
gid://shopify/TaxonomyAttribute/7095  : 自行车锁安全认证
gid://shopify/TaxonomyAttribute/7096  : 自行车脚踏类型
gid://shopify/TaxonomyAttribute/7097  : 自行车推进类型
gid://shopify/TaxonomyAttribute/7098  : 自行车打气筒类型
gid://shopify/TaxonomyAttribute/7099  : 自行车货架安装类型
gid://shopify/TaxonomyAttribute/7100  : 自行车悬架类型
gid://shopify/TaxonomyAttribute/7101  : 自行车轮胎胎纹样式
gid://shopify/TaxonomyAttribute/8064  : 双向充电功能
gid://shopify/TaxonomyAttribute/8065  : 自行车架安装方式
gid://shopify/TaxonomyAttribute/8066  : 自行车架倾斜功能
gid://shopify/TaxonomyAttribute/6643  : 比基尼上衣款式
gid://shopify/TaxonomyAttribute/7102  : 台球桌刷类型
gid://shopify/TaxonomyAttribute/7103  : 台球手套手指覆盖范围
gid://shopify/TaxonomyAttribute/7104  : 台球球袋样式
gid://shopify/TaxonomyAttribute/7105  : 台球三角架款式
gid://shopify/TaxonomyAttribute/7106  : 台球桌类型
gid://shopify/TaxonomyAttribute/7107  : 台球项目
gid://shopify/TaxonomyAttribute/2233  : 活页夹环形状
gid://shopify/TaxonomyAttribute/7108  : 固定器适配标准
gid://shopify/TaxonomyAttribute/7109  : 固定器配置情况
gid://shopify/TaxonomyAttribute/7110  : 绑定接口
gid://shopify/TaxonomyAttribute/7111  : 固定器衬里类型
gid://shopify/TaxonomyAttribute/1319  : 固定装置
gid://shopify/TaxonomyAttribute/7112  : 固定器安装系统
gid://shopify/TaxonomyAttribute/7113  : 固定器位置
gid://shopify/TaxonomyAttribute/7114  : 固定器绑带位置
gid://shopify/TaxonomyAttribute/2237  : 固定方式
gid://shopify/TaxonomyAttribute/6363  : 包含宾果游戏组件
gid://shopify/TaxonomyAttribute/6364  : 宾果号码范围
gid://shopify/TaxonomyAttribute/6365  : 宾果套装特点
gid://shopify/TaxonomyAttribute/2959  : 双筒/单筒设计
gid://shopify/TaxonomyAttribute/4999  : 生物识别认证方式
gid://shopify/TaxonomyAttribute/5638  : 生物识别认证
gid://shopify/TaxonomyAttribute/3122  : 生物特征监测器配件功能
gid://shopify/TaxonomyAttribute/7115  : 两脚架安装接口
gid://shopify/TaxonomyAttribute/3218  : 鸟笼/鸟架设计
gid://shopify/TaxonomyAttribute/3219  : 鸟食形态
gid://shopify/TaxonomyAttribute/3220  : 鸟食成分
gid://shopify/TaxonomyAttribute/3221  : 鸟用零食类型
gid://shopify/TaxonomyAttribute/2508  : 生日蜡烛设计
gid://shopify/TaxonomyAttribute/3293  : 生日蜡烛类型
gid://shopify/TaxonomyAttribute/7116  : 口衔连接类型
gid://shopify/TaxonomyAttribute/7117  : 衔铁杆设计
gid://shopify/TaxonomyAttribute/7118  : 衔铁环款式
gid://shopify/TaxonomyAttribute/3099  : 苦味品种
gid://shopify/TaxonomyAttribute/7119  : 内胆材质
gid://shopify/TaxonomyAttribute/7120  : 刀片安装类型
gid://shopify/TaxonomyAttribute/5205  : 刀片涂层
gid://shopify/TaxonomyAttribute/5714  : 刀片的构造方法
gid://shopify/TaxonomyAttribute/1220  : 刃口曲线
gid://shopify/TaxonomyAttribute/2189  : 刀片设计
gid://shopify/TaxonomyAttribute/5204  : 刀片边缘配置
gid://shopify/TaxonomyAttribute/5715  : 刀片表面工艺
gid://shopify/TaxonomyAttribute/7121  : 刀刃抛光/涂层
gid://shopify/TaxonomyAttribute/7122  : 剑条插口类型
gid://shopify/TaxonomyAttribute/7123  : 蹼片长度类型
gid://shopify/TaxonomyAttribute/7124  : 刀刃仰角
gid://shopify/TaxonomyAttribute/1388  : 刀刃材质
gid://shopify/TaxonomyAttribute/5716  : 刀片形状
gid://shopify/TaxonomyAttribute/7125  : 刀刃锋利度
gid://shopify/TaxonomyAttribute/5717  : 刀片的适用侧
gid://shopify/TaxonomyAttribute/7126  : 剑条尺寸类别
gid://shopify/TaxonomyAttribute/7127  : 剑条尺寸等级
gid://shopify/TaxonomyAttribute/7128  : 刀刃尺码编号
gid://shopify/TaxonomyAttribute/1251  : 刀片类型
gid://shopify/TaxonomyAttribute/7129  : 软弹枪机制
gid://shopify/TaxonomyAttribute/5718  : 漂白剂配方
gid://shopify/TaxonomyAttribute/5719  : 漂白剂类型
gid://shopify/TaxonomyAttribute/5720  : 搅拌杯材质
gid://shopify/TaxonomyAttribute/2614  : 混合类型
gid://shopify/TaxonomyAttribute/2808  : 百叶窗/遮光帘款式
gid://shopify/TaxonomyAttribute/6366  : 块状边缘样式
gid://shopify/TaxonomyAttribute/5586  : 屏蔽的信号类型
gid://shopify/TaxonomyAttribute/9068  : 阻隔垫特点
gid://shopify/TaxonomyAttribute/9069  : 格挡垫网格单位
gid://shopify/TaxonomyAttribute/9070  : 定型垫表面标记
gid://shopify/TaxonomyAttribute/9071  : 格挡线涂层
gid://shopify/TaxonomyAttribute/9072  : 阻挡线端盖类型
gid://shopify/TaxonomyAttribute/9073  : 格挡线套装包含组件
gid://shopify/TaxonomyAttribute/9074  : 定型丝使用
gid://shopify/TaxonomyAttribute/5057  : 检测的血型系统
gid://shopify/TaxonomyAttribute/1578  : 血液检测套件组件
gid://shopify/TaxonomyAttribute/9075  : 开花期
gid://shopify/TaxonomyAttribute/5721  : 花期
gid://shopify/TaxonomyAttribute/8067  : 鼓风机电机轴承类型
gid://shopify/TaxonomyAttribute/8068  : 鼓风机电机安装位置
gid://shopify/TaxonomyAttribute/9076  : 吹管阀类型
gid://shopify/TaxonomyAttribute/5442  : 蓝牙功能
gid://shopify/TaxonomyAttribute/7130  : 波杆款式
gid://shopify/TaxonomyAttribute/1255  : 板凹形状
gid://shopify/TaxonomyAttribute/3191  : 棋盘游戏特点
gid://shopify/TaxonomyAttribute/2759  : 棋盘游戏机制
gid://shopify/TaxonomyAttribute/6367  : 桌游主题
gid://shopify/TaxonomyAttribute/2092  : 板材材质
gid://shopify/TaxonomyAttribute/2264  : 板安装方式
gid://shopify/TaxonomyAttribute/1256  : 板外形
gid://shopify/TaxonomyAttribute/7131  : 板缘形状
gid://shopify/TaxonomyAttribute/7132  : 板型尺寸分类
gid://shopify/TaxonomyAttribute/2267  : 板面
gid://shopify/TaxonomyAttribute/1312  : 板类型
gid://shopify/TaxonomyAttribute/7133  : 适配板型
gid://shopify/TaxonomyAttribute/7134  : 船体结构类型
gid://shopify/TaxonomyAttribute/8069  : 船钩漂浮性
gid://shopify/TaxonomyAttribute/8070  : 船用梯收纳方式
gid://shopify/TaxonomyAttribute/8071  : 船用拖车结构类型
gid://shopify/TaxonomyAttribute/2754  : 船类型
gid://shopify/TaxonomyAttribute/9077  : 织布梭纬纱出口类型
gid://shopify/TaxonomyAttribute/9078  : 梭芯装载方式
gid://shopify/TaxonomyAttribute/9079  : 梭芯系统
